Row ID,Order Date,Ship Date,Order ID,Customer ID,Customer Name,Region,Country,State,City,Segment,Category,Sub-Category,Product ID,Product Name,Quantity,Payment Mode,Ship Mode,Sales,Profit,Returns
2372,07-07-2019,11-07-2019,CA-2019-159940,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,Corporate,Furniture,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,8,COD,Second Class,60.288,-27.1296,0
2375,07-07-2019,11-07-2019,CA-2019-159940,BF-11020,Barry Französisch,Central,United States,Illinois,Aurora,Corporate,Furniture,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,2,Online,Second Class,253.372,-14.4784,0
1395,09-10-2020,14-10-2020,US-2020-117247,CK-12760,Cyma Kinney,Central,United States,Illinois,Aurora,Corporate,Furniture,Tables,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",5,Cards,Standard Class,690.45,-430.617,0
1396,09-10-2020,14-10-2020,US-2020-117247,CK-12760,Cyma Kinney,Central,United States,Illinois,Aurora,Corporate,Furniture,Tables,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,3,COD,Standard Class,157.645,-42.6528,0
5662,24-09-2019,01-10-2019,CA-2019-108875,CL-12700,Craig Leslie,West,United States,Colorado,Aurora,Home Office,Furniture,Furnishings,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,2,Cards,Standard Class,21.44,7.504,0
7879,29-11-2019,04-12-2019,CA-2019-160241,DR-12940,Daniel Raglin,Central,United States,Illinois,Aurora,Home Office,Furniture,Furnishings,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",4,Online,Second Class,242.176,-302.72,0
4460,28-09-2020,01-10-2020,US-2020-125717,DS-13030,Darrin Sayre,West,United States,Colorado,Aurora,Home Office,Furniture,Furnishings,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,1,COD,First Class,154.776,3.2776,0
658,19-09-2019,19-09-2019,US-2019-156097,EH-14125,Eugene Hildebrand,Central,United States,Illinois,Aurora,Home Office,Furniture,Chairs,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,2,Online,Same Day,701.372,-50.098,0
1382,03-09-2019,09-09-2019,US-2019-100566,JK-16120,Julie Kriz,Central,United States,Illinois,Aurora,Home Office,Furniture,Furnishings,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",3,Online,Standard Class,83.952,-90.2484,0
8268,30-01-2020,06-02-2020,CA-2020-121790,LP-17095,Liz Preis,Central,United States,Illinois,Aurora,Consumer,Furniture,Tables,FUR-TA-10003469,Balt Split Level Computer Training Table,1,COD,Standard Class,100.375,-47.175,0
1865,13-10-2019,17-10-2019,US-2019-100839,NC-18625,Noah Childs,West,United States,Colorado,Aurora,Corporate,Furniture,Furnishings,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",3,COD,Standard Class,24.96,4.368,0
1864,13-10-2019,17-10-2019,US-2019-100839,NC-18625,Noah Childs,West,United States,Colorado,Aurora,Corporate,Furniture,Tables,FUR-TA-10004575,Hon 5100 Series Wood Tables,5,Online,Standard Class,727.45,-465.568,0
4360,11-12-2020,11-12-2020,CA-2020-162565,RR-19315,Ralph Ritter,Central,United States,Illinois,Aurora,Consumer,Furniture,Chairs,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,2,COD,Same Day,775.464,-14.8704,0
4359,11-12-2020,11-12-2020,CA-2020-162565,RR-19315,Ralph Ritter,Central,United States,Illinois,Aurora,Consumer,Furniture,Furnishings,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,1,Online,Same Day,447.72,-66.062,0
8944,10-10-2020,16-10-2020,CA-2020-111717,SW-20245,Scot Wooten,Central,United States,Illinois,Aurora,Consumer,Furniture,Chairs,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,3,Cards,Standard Class,249.358,-47.8716,0
3145,05-09-2019,11-09-2019,US-2019-148110,AR-10825,Anthony Rawles,Central,United States,Texas,Austin,Corporate,Furniture,Chairs,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",7,Cards,Standard Class,347.802,-24.843,0
4703,11-05-2020,17-05-2020,CA-2020-140298,JK-16120,Julie Kriz,Central,United States,Texas,Austin,Home Office,Furniture,Furnishings,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,1,Online,Standard Class,118.996,-6.9965,0
8305,03-11-2020,09-11-2020,CA-2020-135419,BG-11740,Bruce Geld,West,United States,California,Bakersfield,Consumer,Furniture,Tables,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",4,Cards,Standard Class,502.368,36.4776,0
9676,06-05-2019,10-05-2019,CA-2019-137393,GM-14500,Gene McClure,West,United States,California,Bakersfield,Consumer,Furniture,Furnishings,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",4,COD,Standard Class,41.6,14.144,0
5794,29-09-2020,02-10-2020,CA-2020-140186,PG-18820,Patrick Gardner,West,United States,California,Bakersfield,Consumer,Furniture,Furnishings,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1,Cards,First Class,101.75,15.525,1
5792,29-09-2020,02-10-2020,CA-2020-140186,PG-18820,Patrick Gardner,West,United States,California,Bakersfield,Consumer,Furniture,Chairs,FUR-CH-10002961,"Leather Task Chair, Black",1,COD,First Class,187.784,0,1
6463,14-05-2020,17-05-2020,US-2020-133361,AJ-10780,Anthony Jacobs,East,United States,Maryland,Baltimore,Corporate,Furniture,Chairs,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",2,Online,First Class,298.96,23.5764,0
6780,03-09-2019,08-09-2019,US-2019-147711,HF-14995,Herbert Flentye,East,United States,Maryland,Baltimore,Consumer,Furniture,Furnishings,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",2,Cards,Second Class,14.76,4.2804,0
6779,03-09-2019,08-09-2019,US-2019-147711,HF-14995,Herbert Flentye,East,United States,Maryland,Baltimore,Consumer,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,Online,Second Class,344.94,31.0446,0
7184,21-04-2020,23-04-2020,CA-2020-128853,JM-15250,Janet Martin,East,United States,Maryland,Baltimore,Consumer,Furniture,Chairs,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",9,Cards,First Class,938.82,227.205,0
8432,08-11-2020,13-11-2020,CA-2020-155621,KN-16450,Kean Nguyen,East,United States,Maryland,Baltimore,Corporate,Furniture,Furnishings,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,10,Online,Standard Class,291.2,112.422,0
4272,24-11-2019,27-11-2019,CA-2019-123806,LA-16780,Laura Armstrong,East,United States,Maryland,Baltimore,Corporate,Furniture,Furnishings,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",4,COD,Second Class,207.76,85.1816,0
4247,28-11-2020,04-12-2020,CA-2020-117702,LS-16975,Lindsay Shagiari,East,United States,Maryland,Baltimore,Home Office,Furniture,Furnishings,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,5,COD,Standard Class,1081.2,272.792,0
4248,28-11-2020,04-12-2020,CA-2020-117702,LS-16975,Lindsay Shagiari,East,United States,Maryland,Baltimore,Home Office,Furniture,Furnishings,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",5,COD,Standard Class,116.9,7.524,0
8157,04-10-2019,09-10-2019,CA-2019-131296,MS-17830,Melanie Seite,East,United States,Maryland,Baltimore,Consumer,Furniture,Tables,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",2,Online,Standard Class,239.372,-23.9372,0
2257,17-09-2019,22-09-2019,CA-2019-164091,LA-16780,Laura Armstrong,East,United States,Maine,Bangor,Corporate,Furniture,Furnishings,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2,COD,Standard Class,109.48,33.9388,0
8161,16-02-2019,20-02-2019,CA-2019-134138,JD-15790,John Dryer,East,United States,New Jersey,Belleville,Consumer,Furniture,Chairs,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,2,Online,Standard Class,227.96,36.4736,0
302,28-10-2019,03-11-2019,CA-2019-142545,JD-15895,Jonathan Doherty,East,United States,New Jersey,Belleville,Corporate,Furniture,Furnishings,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",4,Cards,Standard Class,77.6,38.024,0
2568,01-11-2020,03-11-2020,CA-2020-123967,SF-20200,Sarah Foster,West,United States,Washington,Bellingham,Consumer,Furniture,Tables,FUR-TA-10003954,Hon 94000 Series Round Tables,9,Online,Second Class,2694.62,239.9058,0
8632,28-07-2019,29-07-2019,CA-2019-107783,OT-18730,Olvera Toch,East,United States,Pennsylvania,Bethlehem,Consumer,Furniture,Bookcases,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",5,Online,First Class,177.45,-78.078,0
5872,24-09-2019,28-09-2019,CA-2019-154235,RD-19900,Ruben Dartt,Central,United States,Indiana,Bloomington,Consumer,Furniture,Furnishings,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,Online,Standard Class,127.95,21.7515,0
1842,18-07-2019,23-07-2019,CA-2019-157763,KH-16330,Katharine Harms,South,United States,Kentucky,Bowling Green,Corporate,Furniture,Chairs,FUR-CH-10000988,Hon Olson Stacker Stools,1,COD,Standard Class,140.81,39.4268,0
7304,04-09-2020,08-09-2020,US-2020-117450,DO-13645,Doug O'Connell,South,United States,Florida,Boynton Beach,Consumer,Furniture,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",2,COD,Standard Class,112.184,6.074,0
1235,28-10-2019,28-10-2019,CA-2019-144344,PG-18820,Patrick Gardner,South,United States,Florida,Boynton Beach,Consumer,Furniture,Furnishings,FUR-FU-10000076,24-Hour Round Wall Clock,3,Cards,Same Day,47.952,13.7862,0
1237,28-10-2019,28-10-2019,CA-2019-144344,PG-18820,Patrick Gardner,South,United States,Florida,Boynton Beach,Consumer,Furniture,Furnishings,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,2,Cards,Same Day,63.968,0,0
1238,28-10-2019,28-10-2019,CA-2019-144344,PG-18820,Patrick Gardner,South,United States,Florida,Boynton Beach,Consumer,Furniture,Furnishings,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",3,COD,Same Day,165.048,41.262,0
9494,03-01-2019,08-01-2019,CA-2019-105207,BO-11350,Bill Overfelt,Central,United States,Oklahoma,Broken Arrow,Corporate,Furniture,Tables,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",7,COD,Standard Class,1592.85,350.427,0
1941,08-07-2019,12-07-2019,CA-2019-112109,JE-15715,Joe Elijah,West,United States,Colorado,Broomfield,Consumer,Furniture,Chairs,FUR-CH-10004287,SAFCO Arco Folding Chair,3,COD,Standard Class,662.88,74.574,0
9554,22-09-2019,27-09-2019,CA-2019-125724,SM-20950,Suzanne McNair,West,United States,Colorado,Broomfield,Corporate,Furniture,Furnishings,FUR-FU-10000246,Aluminum Document Frame,7,COD,Standard Class,68.432,8.554,0
3024,17-11-2020,23-11-2020,CA-2020-124674,JB-16000,Joy Bell-,Central,United States,Texas,Brownsville,Consumer,Furniture,Bookcases,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2,COD,Standard Class,342.7328,-14.4588,0
9920,15-03-2019,19-03-2019,CA-2019-149272,MY-18295,Muhammed Yedwab,Central,United States,Texas,Bryan,Corporate,Furniture,Chairs,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,5,Cards,Standard Class,528.43,-143.431,0
7759,13-11-2020,16-11-2020,CA-2020-112844,SP-20620,Stefania Perrino,East,United States,New York,Buffalo,Corporate,Furniture,Furnishings,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",3,Online,Second Class,186.95,30.99,0
8411,15-11-2019,15-11-2019,CA-2019-130820,ON-18715,Odella Nelson,South,United States,North Carolina,Burlington,Corporate,Furniture,Tables,FUR-TA-10001768,Hon Racetrack Conference Tables,4,Online,Same Day,630.024,-199.5076,0
5067,30-11-2020,07-12-2020,CA-2020-142090,SC-20380,Shahid Collister,South,United States,North Carolina,Burlington,Consumer,Furniture,Tables,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,7,Online,Standard Class,1805.682,-653.2834,0
8044,11-03-2020,15-03-2020,US-2020-133081,PV-18985,Paul Van Hugh,East,United States,Massachusetts,Cambridge,Home Office,Furniture,Furnishings,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",1,Online,Standard Class,132.72,11.7568,0
426,23-11-2020,26-11-2020,CA-2020-149160,JM-15265,Janet Molinari,Central,United States,Michigan,Canton,Corporate,Furniture,Furnishings,FUR-FU-10003347,Coloredge Poster Frame,2,Online,Second Class,116.4,11.076,0
1601,19-11-2020,21-11-2020,CA-2020-158876,AB-10150,Aimee Bixby,Central,United States,Texas,Carrollton,Consumer,Furniture,Furnishings,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,2,Cards,Second Class,93.992,-13.993,0
5149,24-12-2020,31-12-2020,CA-2020-128734,JL-15175,James Lanier,West,United States,Arizona,Chandler,Home Office,Furniture,Chairs,FUR-CH-10001394,Global Leather Executive Chair,3,Online,Standard Class,814.376,105.297,0
5148,24-12-2020,31-12-2020,CA-2020-128734,JL-15175,James Lanier,West,United States,Arizona,Chandler,Home Office,Furniture,Furnishings,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,4,Online,Standard Class,427.544,1.9224,0
3390,07-10-2020,11-10-2020,CA-2020-148404,Dp-13240,Dean percer,South,United States,North Carolina,Charlotte,Home Office,Furniture,Tables,FUR-TA-10001039,KI Adjustable-Height Table,3,COD,Standard Class,200.764,-36.1116,0
7784,04-11-2019,06-11-2019,CA-2019-162236,ER-13855,Elpida Rittenbach,South,United States,North Carolina,Charlotte,Corporate,Furniture,Tables,FUR-TA-10002533,BPI Conference Tables,10,Cards,Second Class,876.3,-292.1,0
7081,02-09-2019,06-09-2019,CA-2019-106950,JE-15715,Joe Elijah,South,United States,North Carolina,Charlotte,Consumer,Furniture,Tables,FUR-TA-10001768,Hon Racetrack Conference Tables,3,Cards,Standard Class,472.518,-149.6307,0
9830,16-07-2020,23-07-2020,US-2020-152842,NF-18385,Natalie Fritzler,South,United States,North Carolina,Charlotte,Consumer,Furniture,Chairs,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",3,COD,Standard Class,279.352,15.147,0
5810,06-02-2019,11-02-2019,CA-2019-125017,KB-16240,Karen Bern,South,United States,Tennessee,Chattanooga,Corporate,Furniture,Furnishings,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4,COD,Standard Class,132.224,-18.1808,0
7391,29-11-2020,03-12-2020,CA-2020-108035,TT-21070,Ted Trevino,South,United States,Tennessee,Chattanooga,Consumer,Furniture,Furnishings,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",5,Cards,Standard Class,122.52,19.035,0
7390,29-11-2020,03-12-2020,CA-2020-108035,TT-21070,Ted Trevino,South,United States,Tennessee,Chattanooga,Consumer,Furniture,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2,COD,Standard Class,410.368,48.796,0
3041,05-05-2019,09-05-2019,US-2019-147991,ZD-21925,Zuschuss Donatelli,South,United States,Tennessee,Chattanooga,Consumer,Furniture,Furnishings,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",5,COD,Standard Class,16.72,3.344,0
3029,17-12-2020,21-12-2020,CA-2020-116855,AI-10855,Arianne Irving,South,United States,Virginia,Chesapeake,Consumer,Furniture,Chairs,FUR-CH-10003846,Hon Valutask Swivel Chairs,5,Online,Standard Class,699.9,80.784,0
6877,05-09-2019,10-09-2019,US-2019-121013,MM-17920,Michael Moore,South,United States,Virginia,Chesapeake,Consumer,Furniture,Tables,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",3,COD,Standard Class,1652.94,314.0586,0
1256,10-03-2020,14-03-2020,CA-2020-144638,MH-18115,Mick Hernandez,East,United States,Pennsylvania,Chester,Home Office,Furniture,Furnishings,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,1,COD,Standard Class,81.696,0.5022,0
1257,10-03-2020,14-03-2020,CA-2020-144638,MH-18115,Mick Hernandez,East,United States,Pennsylvania,Chester,Home Office,Furniture,Furnishings,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,2,Online,Standard Class,150.872,11.5164,0
5870,07-11-2019,12-11-2019,CA-2019-152247,MA-17995,Michelle Arnett,West,United States,Wyoming,Cheyenne,Home Office,Furniture,Chairs,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,4,Cards,Standard Class,1603.136,100.196,0
2515,11-11-2019,17-11-2019,CA-2019-124506,BB-11545,Brenda Bowman,Central,United States,Illinois,Chicago,Corporate,Furniture,Chairs,FUR-CH-10004540,Global Chrome Stack Chair,2,Cards,Standard Class,47.992,-2.0568,0
8183,18-05-2020,22-05-2020,CA-2020-155642,BM-11575,Brendan Murry,Central,United States,Illinois,Chicago,Corporate,Furniture,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,3,COD,Standard Class,146.608,-10.1736,0
8184,18-05-2020,22-05-2020,CA-2020-155642,BM-11575,Brendan Murry,Central,United States,Illinois,Chicago,Corporate,Furniture,Furnishings,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1,Online,Standard Class,105.892,-0.9933,0
2306,23-12-2019,24-12-2019,CA-2019-115574,BP-11185,Ben Peterman,Central,United States,Illinois,Chicago,Corporate,Furniture,Bookcases,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",2,Online,First Class,141.372,-14.1372,0
7606,27-05-2019,31-05-2019,CA-2019-101791,BS-11665,Brian Stugart,Central,United States,Illinois,Chicago,Consumer,Furniture,Furnishings,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,2,Online,Standard Class,5.584,-1.6752,0
7605,27-05-2019,31-05-2019,CA-2019-101791,BS-11665,Brian Stugart,Central,United States,Illinois,Chicago,Consumer,Furniture,Furnishings,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,3,Online,Standard Class,25.176,-33.3582,0
2008,03-08-2020,04-08-2020,CA-2020-165386,CM-12190,Charlotte Melton,Central,United States,Illinois,Chicago,Consumer,Furniture,Bookcases,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",2,COD,First Class,216.372,-36.6744,0
4773,23-11-2020,27-11-2020,CA-2020-119746,CM-12385,Christopher Martinez,Central,United States,Illinois,Chicago,Consumer,Furniture,Furnishings,FUR-FU-10004909,Contemporary Wood/Metal Frame,1,Online,Standard Class,86.464,-4.04,0
580,20-07-2020,26-07-2020,CA-2020-118640,CS-11950,Carlos Soltero,Central,United States,Illinois,Chicago,Consumer,Furniture,Furnishings,FUR-FU-10001475,"Contract Clock, 14"", Brown",1,Online,Standard Class,106.792,-5.7148,0
8129,26-08-2020,01-09-2020,CA-2020-157350,DP-13000,Darren Powers,Central,United States,Illinois,Chicago,Consumer,Furniture,Furnishings,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",5,Online,Standard Class,149.96,-43.848,0
1823,16-02-2019,20-02-2019,CA-2019-168956,EA-14035,Erin Ashbrook,Central,United States,Illinois,Chicago,Corporate,Furniture,Chairs,FUR-CH-10004754,"Global Stack Chair with Arms, Black",3,Online,Standard Class,62.958,-2.6982,0
8119,22-07-2020,27-07-2020,US-2020-106551,EB-13930,Eric Barreto,Central,United States,Illinois,Chicago,Consumer,Furniture,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,4,Online,Standard Class,556.344,-75.192,0
5159,30-06-2020,04-07-2020,CA-2020-163006,GH-14410,Gary Hansen,Central,United States,Illinois,Chicago,Home Office,Furniture,Furnishings,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",2,COD,Second Class,109.224,-10.3124,0
5158,30-06-2020,04-07-2020,CA-2020-163006,GH-14410,Gary Hansen,Central,United States,Illinois,Chicago,Home Office,Furniture,Chairs,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,3,Online,Second Class,579.058,-178.8468,0
